Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000165995	10	18429606	18830798	ENSG00000165995.14	CACNB2
ENSG00000165996	10	17631958	17659376	ENSG00000165996.9	PTPLA
ENSG00000166002	11	93211638	93276674	ENSG00000166002.2	SMCO4
ENSG00000166004	11	93394805	93463522	ENSG00000166004.10	KIAA1731
ENSG00000166006	12	75433857	75603648	ENSG00000166006.8	KCNC2
ENSG00000166012	11	93463114	93517557	ENSG00000166012.10	TAF1D
ENSG00000166016	11	34172535	34379555	ENSG00000166016.4	ABTB2
ENSG00000166024	10	99894387	100004654	ENSG00000166024.9	R3HCC1L
ENSG00000166025	11	94439597	94609918	ENSG00000166025.13	AMOTL1
ENSG00000166033	10	124221041	124274424	ENSG00000166033.7	HTRA1
ENSG00000166035	15	58702768	58861151	ENSG00000166035.6	LIPC
ENSG00000166037	11	95523129	95565857	ENSG00000166037.6	CEP57
ENSG00000166046	12	106695707	106740793	ENSG00000166046.6	TCP11L2
ENSG00000166049	X	150732094	150845211	ENSG00000166049.10	PASD1
ENSG00000166068	15	38544527	38649450	ENSG00000166068.8	SPRED1
ENSG00000166069	15	38214140	38259925	ENSG00000166069.9	TMCO5A
ENSG00000166073	15	40091233	40213093	ENSG00000166073.4	GPR176
ENSG00000166086	11	133938820	134021896	ENSG00000166086.8	JAM3
ENSG00000166090	14	23842018	23845612	ENSG00000166090.8	IL25
ENSG00000166091	14	23846017	23848981	ENSG00000166091.15	CMTM5
ENSG00000166105	11	134144139	134189458	ENSG00000166105.11	GLB1L3
ENSG00000166106	11	130318869	130346532	ENSG00000166106.2	ADAMTS15
ENSG00000166111	12	109304658	109459045	ENSG00000166111.5	SVOP
ENSG00000166118	11	133710526	133715433	ENSG00000166118.3	SPATA19
ENSG00000166123	16	46918290	46965209	ENSG00000166123.9	GPT2
ENSG00000166126	14	103388993	103399933	ENSG00000166126.6	AMN
ENSG00000166128	15	63481668	63559981	ENSG00000166128.8	RAB8B
ENSG00000166130	12	99007183	99038891	ENSG00000166130.10	IKBIP
ENSG00000166133	15	40861499	40866659	ENSG00000166133.13	RPUSD2
ENSG00000166135	10	102288829	102319755	ENSG00000166135.9	HIF1AN
ENSG00000166136	10	102267203	102289757	ENSG00000166136.11	NDUFB8
ENSG00000166140	15	41099284	41106767	ENSG00000166140.13	ZFYVE19
ENSG00000166143	15	41107650	41120907	ENSG00000166143.5	PPP1R14D
ENSG00000166145	15	41136216	41150405	ENSG00000166145.10	SPINT1
ENSG00000166147	15	48700503	48938046	ENSG00000166147.9	FBN1
ENSG00000166148	12	63539014	63544722	ENSG00000166148.2	AVPR1A
ENSG00000166152	16	49407734	49433342	ENSG00000166152.3	C16orf78
ENSG00000166153	12	100597447	100660857	ENSG00000166153.12	DEPDC4
ENSG00000166157	21	10906201	11029719	ENSG00000166157.12	TPTE
ENSG00000166159	12	1929433	1945918	ENSG00000166159.6	LRTM2
ENSG00000166164	16	50347398	50402845	ENSG00000166164.11	BRD7
ENSG00000166165	14	103985996	103989448	ENSG00000166165.8	CKB
ENSG00000166166	14	103995521	104003410	ENSG00000166166.8	TRMT61A
ENSG00000166167	10	103113820	103317078	ENSG00000166167.13	BTRC
ENSG00000166169	10	103338639	103348027	ENSG00000166169.12	POLL
ENSG00000166170	14	104022881	104029168	ENSG00000166170.9	BAG5
ENSG00000166171	10	103330317	103369425	ENSG00000166171.8	DPCD
ENSG00000166173	15	71123863	71146498	ENSG00000166173.9	LARP6
ENSG00000166181	11	43333513	43366079	ENSG00000166181.8	API5
ENSG00000166183	14	104552016	104579098	ENSG00000166183.11	ASPG
ENSG00000166188	16	58028572	58034357	ENSG00000166188.2	ZNF319
ENSG00000166189	10	103825147	103827792	ENSG00000166189.6	HPS6
ENSG00000166192	15	72406599	72433311	ENSG00000166192.10	SENP8
ENSG00000166197	10	103911933	103923627	ENSG00000166197.12	NOLC1
ENSG00000166199	11	43902361	43941816	ENSG00000166199.8	ALKBH3
ENSG00000166200	15	49398268	49447858	ENSG00000166200.10	COPS2
ENSG00000166206	15	26788693	27184686	ENSG00000166206.9	GABRB3
ENSG00000166211	12	101869199	101880775	ENSG00000166211.6	SPIC
ENSG00000166220	10	72530995	72545157	ENSG00000166220.8	TBATA
ENSG00000166224	10	72575717	72640930	ENSG00000166224.12	SGPL1
ENSG00000166225	12	69864129	69973562	ENSG00000166225.4	FRS2
ENSG00000166226	12	69979114	69995350	ENSG00000166226.8	CCT2
ENSG00000166228	10	72642037	72648541	ENSG00000166228.4	PCBD1
ENSG00000166233	15	72766667	72879692	ENSG00000166233.8	ARIH1
ENSG00000166246	16	4784273	4799397	ENSG00000166246.9	C16orf71
ENSG00000166250	11	122943035	123065989	ENSG00000166250.7	CLMP
ENSG00000166257	11	123499895	123525952	ENSG00000166257.4	SCN3B
ENSG00000166260	17	53029263	53046146	ENSG00000166260.6	COX11
ENSG00000166261	11	123594885	123612383	ENSG00000166261.6	ZNF202
ENSG00000166262	15	49619159	49913128	ENSG00000166262.11	FAM227B
ENSG00000166263	17	53046088	53241646	ENSG00000166263.9	STXBP4
ENSG00000166265	21	27838528	27945603	ENSG00000166265.7	CYYR1
ENSG00000166266	11	107879459	107978503	ENSG00000166266.9	CUL5
ENSG00000166268	12	70219084	70352877	ENSG00000166268.6	MYRFL
ENSG00000166272	10	104503727	104576021	ENSG00000166272.12	WBP1L
ENSG00000166275	10	104613980	104624718	ENSG00000166275.11	C10orf32
ENSG00000166278	6	31865562	31913449	ENSG00000166278.10	C2
ENSG00000166289	19	30155963	30166364	ENSG00000166289.5	PLEKHF1
ENSG00000166292	17	53796988	53809482	ENSG00000166292.7	TMEM100
ENSG00000166295	10	73975787	73995618	ENSG00000166295.4	ANAPC16
ENSG00000166311	11	6411655	6416228	ENSG00000166311.5	SMPD1
ENSG00000166313	11	6416355	6440644	ENSG00000166313.14	APBB1
ENSG00000166317	10	75404639	75423561	ENSG00000166317.7	SYNPO2L
ENSG00000166321	10	74870217	74891586	ENSG00000166321.9	NUDT13
ENSG00000166323	11	108179246	108338258	ENSG00000166323.8	C11orf65
ENSG00000166326	11	35684353	35829775	ENSG00000166326.5	TRIM44
ENSG00000166333	11	6624961	6632102	ENSG00000166333.9	ILK
ENSG00000166340	11	6634000	6640692	ENSG00000166340.10	TPP1
ENSG00000166341	11	6642556	6677085	ENSG00000166341.6	DCHS1
ENSG00000166342	18	70409549	70535381	ENSG00000166342.14	NETO1
ENSG00000166343	10	75183339	75193319	ENSG00000166343.5	MSS51
ENSG00000166347	18	71920530	71959251	ENSG00000166347.14	CYB5A
ENSG00000166348	10	75257296	75385711	ENSG00000166348.13	USP54
ENSG00000166349	11	36532259	36614706	ENSG00000166349.5	RAG1
ENSG00000166352	11	36616051	36694823	ENSG00000166352.11	C11orf74
ENSG00000166359	19	33622996	33666701	ENSG00000166359.6	WDR88
ENSG00000166363	11	6866883	6867936	ENSG00000166363.4	OR10A5
ENSG00000166368	11	6912721	6913830	ENSG00000166368.2	OR2D2
ENSG00000166377	18	76829285	77138283	ENSG00000166377.15	ATP9B
ENSG00000166387	11	7534529	7678358	ENSG00000166387.7	PPFIBP2
ENSG00000166391	11	75428864	75444003	ENSG00000166391.10	MOGAT2
ENSG00000166394	11	7686331	7698453	ENSG00000166394.10	CYB5R2
ENSG00000166396	18	61420169	61472604	ENSG00000166396.8	SERPINB7
ENSG00000166398	19	34745442	34846491	ENSG00000166398.8	KIAA0355
ENSG00000166401	18	61637159	61672278	ENSG00000166401.9	SERPINB8
ENSG00000166402	11	8040791	8127659	ENSG00000166402.4	TUB
ENSG00000166405	11	8127597	8190602	ENSG00000166405.10	RIC3
ENSG00000166407	11	8245851	8290263	ENSG00000166407.9	LMO1
ENSG00000166411	15	78423840	78464291	ENSG00000166411.9	IDH3A
ENSG00000166415	15	53805938	54055075	ENSG00000166415.10	WDR72
ENSG00000166426	15	78632666	78640572	ENSG00000166426.7	CRABP1
ENSG00000166428	14	105391153	105399574	ENSG00000166428.8	PLD4
ENSG00000166432	X	101137262	101187004	ENSG00000166432.10	ZMAT1
ENSG00000166435	11	74518784	74660245	ENSG00000166435.11	XRRA1
ENSG00000166436	11	8633584	8693413	ENSG00000166436.11	TRIM66
ENSG00000166439	11	74459913	74553458	ENSG00000166439.5	RNF169
ENSG00000166441	11	8703958	8736306	ENSG00000166441.8	RPL27A
ENSG00000166444	11	8714898	8932498	ENSG00000166444.13	ST5
ENSG00000166446	16	80631803	80838226	ENSG00000166446.10	CDYL2
ENSG00000166448	7	98444111	98468394	ENSG00000166448.10	TMEM130
ENSG00000166450	15	55903744	56035288	ENSG00000166450.8	PRTG
ENSG00000166451	16	81040103	81066719	ENSG00000166451.9	CENPN
ENSG00000166452	11	8932686	8941631	ENSG00000166452.7	AKIP1
ENSG00000166454	16	81069452	81080963	ENSG00000166454.5	ATMIN
ENSG00000166455	16	81087102	81110872	ENSG00000166455.9	C16orf46
ENSG00000166471	11	9302201	9336327	ENSG00000166471.6	TMEM41B
ENSG00000166473	16	81134480	81253975	ENSG00000166473.12	PKD1L2
ENSG00000166477	15	52230222	52264003	ENSG00000166477.8	LEO1
ENSG00000166478	11	9481866	9550071	ENSG00000166478.5	ZNF143
ENSG00000166479	18	66340925	66382535	ENSG00000166479.5	TMX3
ENSG00000166482	17	19286755	19290553	ENSG00000166482.7	MFAP4
ENSG00000166483	11	9595228	9615004	ENSG00000166483.6	WEE1
ENSG00000166484	17	19281034	19286857	ENSG00000166484.15	MAPK7
ENSG00000166501	16	23847322	24231932	ENSG00000166501.8	PRKCB
ENSG00000166507	10	75561669	75571589	ENSG00000166507.12	NDST2
ENSG00000166508	7	99690351	99699563	ENSG00000166508.13	MCM7
ENSG00000166509	16	78056412	78100658	ENSG00000166509.6	CLEC3A
ENSG00000166510	18	52568740	52626739	ENSG00000166510.9	CCDC68
ENSG00000166523	12	8685901	8693559	ENSG00000166523.3	CLEC4E
ENSG00000166526	7	99661656	99680171	ENSG00000166526.12	ZNF3
ENSG00000166527	12	8662071	8674962	ENSG00000166527.3	CLEC4D
ENSG00000166529	7	99647390	99662661	ENSG00000166529.10	ZSCAN21
ENSG00000166532	12	8834196	8935691	ENSG00000166532.11	RIMKLB
ENSG00000166535	12	8975068	9039597	ENSG00000166535.15	A2ML1
ENSG00000166546	16	66461200	66527432	ENSG00000166546.9	BEAN1
ENSG00000166548	16	66541906	66586447	ENSG00000166548.11	TK2
ENSG00000166557	15	79603404	79704334	ENSG00000166557.8	TMED3
ENSG00000166558	16	84043272	84076241	ENSG00000166558.6	SLC38A8
ENSG00000166562	18	56806709	56826068	ENSG00000166562.4	SEC11C
ENSG00000166569	18	56942388	56985881	ENSG00000166569.4	CPLX4
ENSG00000166573	18	74962505	74980858	ENSG00000166573.4	GALR1
ENSG00000166575	11	86748886	87034800	ENSG00000166575.12	TMEM135
ENSG00000166578	12	113633246	113658899	ENSG00000166578.5	IQCD
ENSG00000166579	17	8316449	8393729	ENSG00000166579.11	NDEL1
ENSG00000166582	17	16245848	16256970	ENSG00000166582.5	CENPV
ENSG00000166589	16	66942025	66952887	ENSG00000166589.8	CDH16
ENSG00000166592	16	66955582	66959547	ENSG00000166592.7	RRAD
ENSG00000166595	16	66965959	66968326	ENSG00000166595.7	FAM96B
ENSG00000166596	17	9479944	9546776	ENSG00000166596.10	WDR16
ENSG00000166598	12	104323885	104347423	ENSG00000166598.8	HSP90B1
ENSG00000166603	18	58038564	58040001	ENSG00000166603.3	MC4R
ENSG00000166619	20	36120874	36156333	ENSG00000166619.8	BLCAP
ENSG00000166634	18	61223393	61234244	ENSG00000166634.2	SERPINB12
ENSG00000166664	15	30653443	30686052	ENSG00000166664.9	CHRFAM7A
ENSG00000166669	16	10420291	10577495	ENSG00000166669.9	ATF7IP2
ENSG00000166670	11	102641234	102651359	ENSG00000166670.5	MMP10
ENSG00000166676	16	10854776	10912651	ENSG00000166676.10	TVP23A
ENSG00000166681	X	102631268	102633005	ENSG00000166681.9	NGFRAP1
ENSG00000166682	11	113558272	113577095	ENSG00000166682.6	TMPRSS5
ENSG00000166685	17	71189129	71204646	ENSG00000166685.7	COG1
ENSG00000166689	11	16799842	17035990	ENSG00000166689.10	PLEKHA7
ENSG00000166704	19	58488421	58514717	ENSG00000166704.7	ZNF606
ENSG00000166707	X	103356822	103360533	ENSG00000166707.6	ZCCHC18
ENSG00000166710	15	45003675	45011075	ENSG00000166710.13	B2M
ENSG00000166716	15	85291866	85349659	ENSG00000166716.5	ZNF592
ENSG00000166734	15	44580927	44707956	ENSG00000166734.14	CASC4
ENSG00000166736	11	113845603	113861035	ENSG00000166736.7	HTR3A
ENSG00000166741	11	114128509	114184007	ENSG00000166741.3	NNMT
ENSG00000166743	16	20634559	20710212	ENSG00000166743.5	ACSM1
ENSG00000166747	16	71762913	71843104	ENSG00000166747.8	AP1G1
ENSG00000166748	15	86685227	87572283	ENSG00000166748.8	AGBL1
ENSG00000166750	17	33570055	33600674	ENSG00000166750.5	SLFN5
ENSG00000166762	15	43920701	43960316	ENSG00000166762.12	CATSPER2
ENSG00000166780	16	15528152	15718885	ENSG00000166780.6	C16orf45
ENSG00000166783	16	15688243	15737023	ENSG00000166783.15	KIAA0430
ENSG00000166788	11	18091482	18127638	ENSG00000166788.5	SAAL1
ENSG00000166793	11	57412560	57417417	ENSG00000166793.6	YPEL4
ENSG00000166794	15	64448011	64455404	ENSG00000166794.4	PPIB
ENSG00000166796	11	18433854	18473605	ENSG00000166796.7	LDHC
ENSG00000166797	15	64364758	64386217	ENSG00000166797.6	FAM96A
ENSG00000166800	11	18477371	18501147	ENSG00000166800.5	LDHAL6A
ENSG00000166801	11	58910221	58922512	ENSG00000166801.11	FAM111A
ENSG00000166803	15	64657193	64679886	ENSG00000166803.6	KIAA0101
ENSG00000166813	15	90152020	90198682	ENSG00000166813.10	KIF7
ENSG00000166816	16	75145758	75150669	ENSG00000166816.9	LDHD
ENSG00000166819	15	90207596	90222658	ENSG00000166819.7	PLIN1
ENSG00000166821	15	90220995	90234014	ENSG00000166821.4	PEX11A
ENSG00000166822	16	75476952	75499395	ENSG00000166822.8	TMEM170A
ENSG00000166823	15	90291892	90294541	ENSG00000166823.5	MESP1
ENSG00000166825	15	90328120	90358633	ENSG00000166825.9	ANPEP
ENSG00000166828	16	23194036	23228204	ENSG00000166828.2	SCNN1G
ENSG00000166831	15	65032091	65067786	ENSG00000166831.4	RBPMS2
ENSG00000166833	11	19372271	20143144	ENSG00000166833.15	NAV2
ENSG00000166839	15	65204101	65251042	ENSG00000166839.12	ANKDD1A
ENSG00000166840	11	58672871	58811000	ENSG00000166840.9	GLYATL1
ENSG00000166845	18	51884287	51911588	ENSG00000166845.9	C18orf54
ENSG00000166847	16	23652713	23681195	ENSG00000166847.5	DCTN5
ENSG00000166848	16	75681684	75795770	ENSG00000166848.5	TERF2IP
ENSG00000166851	16	23688977	23701688	ENSG00000166851.10	PLK1
ENSG00000166855	15	65440557	65477680	ENSG00000166855.5	CLPX
ENSG00000166856	12	57388230	57390468	ENSG00000166856.1	GPR182
ENSG00000166860	12	57392618	57400230	ENSG00000166860.2	ZBTB39
ENSG00000166862	22	36959968	37099603	ENSG00000166862.6	CACNG2
ENSG00000166863	12	57403784	57422667	ENSG00000166863.7	TAC3
ENSG00000166866	12	57422301	57444982	ENSG00000166866.8	MYO1A
ENSG00000166869	16	23765948	23770272	ENSG00000166869.2	CHP2
ENSG00000166881	12	57449426	57481846	ENSG00000166881.5	TMEM194A
ENSG00000166884	11	59224411	59225464	ENSG00000166884.2	OR4D6
ENSG00000166886	12	57482677	57489259	ENSG00000166886.8	NAB2
ENSG00000166887	15	42450899	42500514	ENSG00000166887.11	VPS39
ENSG00000166888	12	57489191	57525922	ENSG00000166888.6	STAT6
ENSG00000166889	11	59404189	59436453	ENSG00000166889.13	PATL1
ENSG00000166896	12	58335324	58351052	ENSG00000166896.3	XRCC6BP1
ENSG00000166897	22	37764000	37823505	ENSG00000166897.10	ELFN2
ENSG00000166900	11	59480929	59573354	ENSG00000166900.10	STX3
ENSG00000166902	11	59573608	59578345	ENSG00000166902.4	MRPL16
ENSG00000166908	12	57984957	57997198	ENSG00000166908.13	PIP4K2C
ENSG00000166912	15	31231144	31283810	ENSG00000166912.12	MTMR10
ENSG00000166913	20	43514317	43537173	ENSG00000166913.8	YWHAB
ENSG00000166920	15	45722727	45740959	ENSG00000166920.6	C15orf48
ENSG00000166922	15	32933877	32989299	ENSG00000166922.4	SCG5
ENSG00000166923	15	33010175	33026870	ENSG00000166923.6	GREM1
ENSG00000166924	7	100081550	100092422	ENSG00000166924.4	NYAP1
ENSG00000166925	7	100060982	100076902	ENSG00000166925.4	TSC22D4
ENSG00000166926	11	60102304	60164069	ENSG00000166926.4	MS4A6E
ENSG00000166927	11	60145955	60163424	ENSG00000166927.8	MS4A7
ENSG00000166928	11	60146003	60185161	ENSG00000166928.6	MS4A14
ENSG00000166930	11	60197062	60222687	ENSG00000166930.2	MS4A5
ENSG00000166938	15	66585555	66626236	ENSG00000166938.8	DIS3L
ENSG00000166946	15	43477316	43487396	ENSG00000166946.9	CCNDBP1
ENSG00000166947	15	43398423	43513481	ENSG00000166947.7	EPB42
ENSG00000166948	20	2361554	2413399	ENSG00000166948.5	TGM6
ENSG00000166949	15	67356101	67487533	ENSG00000166949.11	SMAD3
ENSG00000166959	11	60467047	60483284	ENSG00000166959.3	MS4A8
ENSG00000166960	18	30517366	31021065	ENSG00000166960.12	CCDC178
ENSG00000166961	11	60524426	60544205	ENSG00000166961.10	MS4A15
ENSG00000166963	15	43803156	43823818	ENSG00000166963.8	MAP1A
ENSG00000166965	15	91498100	91506349	ENSG00000166965.8	RCCD1
ENSG00000166971	16	53524952	53538323	ENSG00000166971.12	AKTIP
ENSG00000166974	18	32556892	32723434	ENSG00000166974.8	MAPRE2
ENSG00000166979	21	33784314	33887707	ENSG00000166979.8	EVA1C
ENSG00000166984	6	167559902	167610401	ENSG00000166984.7	TCP10L2
ENSG00000166986	12	57869228	57911352	ENSG00000166986.8	MARS
ENSG00000166987	12	57914493	57923931	ENSG00000166987.10	MBD6
ENSG00000166997	7	99717236	99723134	ENSG00000166997.3	CNPY4
ENSG00000167004	15	44038590	44065477	ENSG00000167004.8	PDIA3
ENSG00000167005	16	56463045	56486111	ENSG00000167005.9	NUDT21
ENSG00000167011	7	100813774	100823557	ENSG00000167011.4	NAT16
ENSG00000167014	15	45248900	45271427	ENSG00000167014.6	C15orf43
ENSG00000167034	8	23536206	23540440	ENSG00000167034.9	NKX3-1
ENSG00000167037	22	25202236	25323545	ENSG00000167037.14	SGSM1
ENSG00000167065	22	31048038	31063877	ENSG00000167065.9	DUSP18
ENSG00000167074	22	41763337	41795330	ENSG00000167074.10	TEF
ENSG00000167077	22	42095503	42195460	ENSG00000167077.8	MEI1
ENSG00000167080	17	47209822	47247351	ENSG00000167080.4	B4GALNT2
ENSG00000167081	9	128509624	128729656	ENSG00000167081.12	PBX3
ENSG00000167083	17	47280153	47287936	ENSG00000167083.2	GNGT2
ENSG00000167085	17	47481414	47492246	ENSG00000167085.7	PHB
ENSG00000167088	18	19192228	19210417	ENSG00000167088.6	SNRPD1
ENSG00000167094	9	130478345	130493879	ENSG00000167094.11	TTC16
ENSG00000167098	20	31571579	31592239	ENSG00000167098.7	SUN5
ENSG00000167100	17	48187404	48207246	ENSG00000167100.10	SAMD14
ENSG00000167103	9	130683158	130693076	ENSG00000167103.7	PIP5KL1
ENSG00000167104	20	31619454	31631853	ENSG00000167104.7	BPIFB6
ENSG00000167105	17	48348767	48358844	ENSG00000167105.3	TMEM92
ENSG00000167106	9	130702858	130742792	ENSG00000167106.7	FAM102A
ENSG00000167107	17	48503519	48552206	ENSG00000167107.8	ACSF2
ENSG00000167110	9	131018108	131038274	ENSG00000167110.12	GOLGA2
ENSG00000167112	9	131071382	131085021	ENSG00000167112.7	TRUB2
ENSG00000167113	9	131084815	131096351	ENSG00000167113.6	COQ4
ENSG00000167114	9	131102925	131123749	ENSG00000167114.8	SLC27A4
ENSG00000167118	9	131133598	131153015	ENSG00000167118.6	URM1
ENSG00000167123	9	131174030	131199626	ENSG00000167123.14	CERCAM
ENSG00000167130	9	131843379	131852717	ENSG00000167130.13	DOLPP1
ENSG00000167131	17	42976510	42982758	ENSG00000167131.12	CCDC103
ENSG00000167136	9	131580753	131584956	ENSG00000167136.6	ENDOG
ENSG00000167139	15	74165949	74181555	ENSG00000167139.4	TBC1D21
ENSG00000167157	9	132427920	132484875	ENSG00000167157.9	PRRX2
ENSG00000167165	2	234600253	234681946	ENSG00000167165.14	UGT1A6
ENSG00000167173	15	75487984	75504510	ENSG00000167173.14	C15orf39
ENSG00000167178	15	74392652	74430881	ENSG00000167178.11	ISLR2
ENSG00000167182	17	45973516	46006323	ENSG00000167182.11	SP2
ENSG00000167183	17	46029333	46035244	ENSG00000167183.2	PRR15L
ENSG00000167186	16	19078921	19091417	ENSG00000167186.6	COQ7
ENSG00000167191	16	19868616	19897489	ENSG00000167191.7	GPRC5B
ENSG00000167193	17	1323983	1366456	ENSG00000167193.7	CRK
ENSG00000167194	16	30034655	30039057	ENSG00000167194.3	C16orf92
ENSG00000167195	15	75550940	75562540	ENSG00000167195.7	GOLGA6C
ENSG00000167196	15	76196200	76227609	ENSG00000167196.9	FBXO22
ENSG00000167202	15	78276378	78370066	ENSG00000167202.7	TBC1D2B
ENSG00000167207	16	50727514	50766988	ENSG00000167207.7	NOD2
ENSG00000167208	16	50700211	50715264	ENSG00000167208.10	SNX20
ENSG00000167210	18	44056935	44236996	ENSG00000167210.12	LOXHD1
ENSG00000167216	18	44497455	44627658	ENSG00000167216.12	KATNAL2
ENSG00000167220	18	44633774	44676891	ENSG00000167220.7	HDHD2
ENSG00000167230	17	35732928	35749662	ENSG00000167230.6	C17orf78
ENSG00000167232	19	23487793	23578362	ENSG00000167232.9	ZNF91
ENSG00000167236	17	34340096	34345005	ENSG00000167236.2	CCL23
ENSG00000167244	11	2150342	2170833	ENSG00000167244.13	IGF2
ENSG00000167257	11	117103341	117157161	ENSG00000167257.6	RNF214
ENSG00000167258	17	37617764	37721160	ENSG00000167258.9	CDK12
ENSG00000167261	16	68021297	68034489	ENSG00000167261.9	DPEP2
ENSG00000167264	16	68021649	68113223	ENSG00000167264.13	DUS2
ENSG00000167272	12	121016567	121019201	ENSG00000167272.6	POP5
ENSG00000167280	17	77071021	77084681	ENSG00000167280.12	ENGASE
ENSG00000167283	11	118271869	118302211	ENSG00000167283.3	ATP5L
ENSG00000167286	11	118209669	118213459	ENSG00000167286.5	CD3D
ENSG00000167291	17	77906142	78009647	ENSG00000167291.11	TBC1D16
ENSG00000167302	17	79202077	79212891	ENSG00000167302.5	ENTHD2
ENSG00000167306	18	47349183	47721463	ENSG00000167306.14	MYO5B
ENSG00000167311	11	3659733	3663546	ENSG00000167311.9	ART5
ENSG00000167315	18	47309869	47340330	ENSG00000167315.13	ACAA2
ENSG00000167323	11	3875757	4114439	ENSG00000167323.5	STIM1
ENSG00000167325	11	4115937	4160106	ENSG00000167325.10	RRM1
ENSG00000167332	11	4701401	4719084	ENSG00000167332.7	OR51E2
ENSG00000167333	11	4619902	4629489	ENSG00000167333.8	TRIM68
ENSG00000167346	11	4726157	5013659	ENSG00000167346.3	MMP26
ENSG00000167359	11	5461800	5462744	ENSG00000167359.8	OR51I1
ENSG00000167363	17	80693451	80709073	ENSG00000167363.9	FN3K
ENSG00000167371	16	29823177	29827201	ENSG00000167371.12	PRRT2
ENSG00000167377	16	71481500	71496998	ENSG00000167377.13	ZNF23
ENSG00000167378	19	44088521	44100287	ENSG00000167378.4	IRGQ
ENSG00000167380	19	44669226	44682534	ENSG00000167380.12	ZNF226
ENSG00000167383	19	44921685	44952766	ENSG00000167383.4	ZNF229
ENSG00000167384	19	44979854	45004576	ENSG00000167384.6	ZNF180
ENSG00000167393	X	294698	347690	ENSG00000167393.12	PPP2R3B
ENSG00000167394	16	31072164	31085641	ENSG00000167394.8	ZNF668
ENSG00000167395	16	31085743	31095517	ENSG00000167395.10	ZNF646
ENSG00000167397	16	31102163	31107301	ENSG00000167397.10	VKORC1
ENSG00000167414	19	47137333	47137942	ENSG00000167414.4	GNG8
ENSG00000167419	17	56295909	56345879	ENSG00000167419.6	LPO
ENSG00000167434	17	58227297	58248260	ENSG00000167434.5	CA4
ENSG00000167447	17	57286761	57292608	ENSG00000167447.8	SMG8
ENSG00000167460	19	16177831	16213813	ENSG00000167460.10	TPM4
ENSG00000167461	19	16222439	16245044	ENSG00000167461.7	RAB8A
ENSG00000167468	19	1103936	1106787	ENSG00000167468.12	GPX4
ENSG00000167470	19	1248552	1259142	ENSG00000167470.8	MIDN
ENSG00000167476	19	2252251	2269758	ENSG00000167476.6	JSRP1
ENSG00000167483	19	17634110	17664648	ENSG00000167483.13	FAM129C
ENSG00000167487	19	18747775	18781309	ENSG00000167487.7	KLHL26
ENSG00000167491	19	19496635	19619740	ENSG00000167491.13	GATAD2A
ENSG00000167508	16	88718343	88729569	ENSG00000167508.6	MVD
ENSG00000167513	16	88869621	88875666	ENSG00000167513.4	CDT1
ENSG00000167515	16	88922628	88929094	ENSG00000167515.6	TRAPPC2L
ENSG00000167522	16	89334038	89556969	ENSG00000167522.10	ANKRD11
ENSG00000167523	16	89724210	89737680	ENSG00000167523.9	SPATA33
ENSG00000167525	17	27030215	27038872	ENSG00000167525.9	PROCA1
ENSG00000167526	16	89627065	89630950	ENSG00000167526.9	RPL13
ENSG00000167528	12	48733791	48745197	ENSG00000167528.8	ZNF641
ENSG00000167531	12	48961467	48963849	ENSG00000167531.2	LALBA
ENSG00000167535	12	49207577	49222724	ENSG00000167535.3	CACNB3
ENSG00000167536	17	27224799	27230089	ENSG00000167536.9	DHRS13
ENSG00000167543	17	27893070	27900175	ENSG00000167543.11	TP53I13
ENSG00000167548	12	49412758	49453557	ENSG00000167548.10	KMT2D
ENSG00000167549	17	27941774	27949925	ENSG00000167549.14	CORO6
ENSG00000167550	12	49458468	49463808	ENSG00000167550.6	RHEBL1
ENSG00000167552	12	49578579	49583107	ENSG00000167552.9	TUBA1A
ENSG00000167553	12	49582519	49667114	ENSG00000167553.10	TUBA1C
ENSG00000167554	19	52839498	52871031	ENSG00000167554.10	ZNF610
ENSG00000167555	19	52901102	52921665	ENSG00000167555.9	ZNF528
ENSG00000167562	19	53059075	53090427	ENSG00000167562.7	ZNF701
ENSG00000167565	19	40946751	40950612	ENSG00000167565.8	SERTAD3
ENSG00000167566	12	50184929	50222533	ENSG00000167566.12	NCKAP5L
ENSG00000167578	19	41284121	41302847	ENSG00000167578.12	RAB4B
ENSG00000167580	12	50344524	50352664	ENSG00000167580.3	AQP2
ENSG00000167588	12	50497602	50505102	ENSG00000167588.8	GPD1
ENSG00000167595	19	36249044	36261930	ENSG00000167595.10	C19orf55
ENSG00000167600	19	41698954	41713444	ENSG00000167600.9	CYP2S1
ENSG00000167601	19	41725108	41767671	ENSG00000167601.7	AXL
ENSG00000167604	19	36378555	36393205	ENSG00000167604.9	NFKBID
ENSG00000167608	19	54663846	54676944	ENSG00000167608.7	TMC4
ENSG00000167612	12	52281744	52285448	ENSG00000167612.8	ANKRD33
ENSG00000167613	19	54865362	54882165	ENSG00000167613.11	LAIR1
ENSG00000167614	19	54926393	54948080	ENSG00000167614.9	TTYH1
ENSG00000167615	19	54960065	54973217	ENSG00000167615.12	LENG8
ENSG00000167618	19	55009100	55021897	ENSG00000167618.5	LAIR2
ENSG00000167619	19	42817477	42829214	ENSG00000167619.7	TMEM145
ENSG00000167625	19	42724423	42732353	ENSG00000167625.6	ZNF526
